카테고리,가게명,주소,정제된_주소,lat,lon
한식,서현닭발,"경기도 안산시 상록구 본오동 878-8 상록빌딩 878-8 상록빌딩 108호, 109호",경기도 안산시 상록구 본오동 878-8,37.3011847,126.8623297
한식,김미자당진아구동태찜탕-본오점,경기도 안산시 상록구 본오동 918-8 918-8,경기도 안산시 상록구 본오동 918-8,37.2887433,126.8660307
한식,육회본가2호점-본오점,경기도 안산시 상록구 본오동 892-5 892-5 101호,경기도 안산시 상록구 본오동 892-5,37.2927965,126.8597485
한식,신라왕족발-본오점,경기도 안산시 상록구 본오동 779 연지프라자 779 연지프라자 115호,경기도 안산시 상록구 본오동 779,37.2946635,126.8723286
한식,두례김밥,경기도 안산시 상록구 본오동 872 월드아파트 상가3동 1층 107호,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
한식,통큰스시-본오본점,경기도 안산시 상록구 본오동 879-1 웅진빌딩 879-1 웅진빌딩 1층 107호(본오동.웅진빌딩),경기도 안산시 상록구 본오동 879-1,37.3007083,126.8630139
한식,써니꼬마김밥,경기도 안산시 상록구 본오동 819-8 819-8 102호,경기도 안산시 상록구 본오동 819-8,37.29518,126.8677128
한식,옥류관평양냉면,경기도 안산시 상록구 본오동 777-3 1층,경기도 안산시 상록구 본오동 777-3,37.2935459,126.8728175
한식,펭귄즉석떡복이,경기도 안산시 상록구 본오동 855-2 1층 일부호,경기도 안산시 상록구 본오동 855-2,37.2916583,126.8669555
한식,공주네분식,경기도 안산시 상록구 본오동 886-9 103호,경기도 안산시 상록구 본오동 886-9,37.2921574,126.8611589
한식,포휘엔,경기도 안산시 상록구 본오동 872-13 상록빌딩 1층105호,경기도 안산시 상록구 본오동 872-13,37.2983528,126.8634626
한식,광발이횟집,경기도 안산시 상록구 본오동 827-6 827-6 1층,경기도 안산시 상록구 본오동 827-6,37.2935744,126.8686849
한식,김강남매운떡볶이-안산본오점,경기도 안산시 상록구 본오동 822-4 103호,경기도 안산시 상록구 본오동 822-4,37.2948983,126.867507
한식,스텔라떡볶이-경기안산본오점,경기도 안산시 상록구 본오동 872-13 상록빌딩 1층 107호,경기도 안산시 상록구 본오동 872-13,37.2983528,126.8634626
한식,오승렬스시,경기도 안산시 상록구 본오동 877-5 우남센스빌 877-5 우남센스빌 1층 110호,경기도 안산시 상록구 본오동 877-5,37.3024149,126.861569
한식,학창시절즉석떡볶이,"경기도 안산시 상록구 본오동 880-3 광림빌딩 103호(본오동, 광림빌딩)",경기도 안산시 상록구 본오동 880-3,37.296237,126.86279
한식,하우스떡볶이-본오점,경기도 안산시 상록구 본오동 829-10 1층102호,경기도 안산시 상록구 본오동 829-10,37.2926263,126.8722838
한식,별난삼계탕,경기도 안산시 상록구 본오동 829 1층 102호,경기도 안산시 상록구 본오동 829,37.2930829,126.8713495
한식,코다리찜&부대찌개,경기도 안산시 상록구 본오동 773-7 1층,경기도 안산시 상록구 본오동 773-7,37.2941234,126.8740526
한식,남도한식-본오동,경기도 안산시 상록구 본오동 668 668,경기도 안산시 상록구 본오동 668,37.2880923,126.8650492
한식,불김삼불맛나는김치삼겹구이-본점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B108호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
한식,제육맛집,경기도 안산시 상록구 본오동 797-21 797-21,경기도 안산시 상록구 본오동 797-21,37.2961352,126.8698571
한식,바싹돈까스&볶음밥,경기도 안산시 상록구 본오동 878-10 우석빌딩 110호,경기도 안산시 상록구 본오동 878-10,37.3012115,126.8615179
한식,닭발사냥꾼-본점,경기도 안산시 상록구 본오동 873-9 덕암빌딩 206호,경기도 안산시 상록구 본오동 873-9,37.3010933,126.8650973
한식,청해화아구&해물찜,경기도 안산시 상록구 본오동 888-2 1층 일부호,경기도 안산시 상록구 본오동 888-2,37.293213,126.8603171
한식,황진이왕족발보쌈,경기도 안산시 상록구 본오동 779 연지프라자 779 연지프라자 115호,경기도 안산시 상록구 본오동 779,37.2946635,126.8723286
한식,얼큰이국밥,경기도 안산시 상록구 본오동 829 1층 102호,경기도 안산시 상록구 본오동 829,37.2930829,126.8713495
한식,홍대왕돈까스-상록점,경기도 안산시 상록구 본오동 878-10 우석빌딩 110호(본오동),경기도 안산시 상록구 본오동 878-10,37.3012115,126.8615179
한식,즉석반찬,"경기도 안산시 상록구 본오동 827-13 101, 102호",경기도 안산시 상록구 본오동 827-13,37.2939498,126.8693934
한식,수라간한식백반,경기도 안산시 상록구 본오동 839-9 1층,경기도 안산시 상록구 본오동 839-9,37.291034,126.8695852
한식,또와곱창,경기도 안산시 상록구 본오동 912-5 1층 102호(본오동),경기도 안산시 상록구 본오동 912-5,37.2913061,126.8661522
한식,새벽나주곰탕,경기도 안산시 상록구 본오동 814-7 814-7 1층,경기도 안산시 상록구 본오동 814-7,37.2964687,126.8680285
한식,일미정특선&한식,"경기도 안산시 상록구 본오동 827-13 101,102호",경기도 안산시 상록구 본오동 827-13,37.2939498,126.8693934
한식,금자씨소반,경기도 안산시 상록구 본오동 913-10 1층 101호,경기도 안산시 상록구 본오동 913-10,37.2905721,126.8661141
한식,만수르한식포차-본점,경기도 안산시 상록구 본오동 882-10 1층,경기도 안산시 상록구 본오동 882-10,37.2931408,126.8626907
한식,수라간셀프도시락,경기도 안산시 상록구 본오동 839-9 1층,경기도 안산시 상록구 본오동 839-9,37.291034,126.8695852
한식,컵빱-본점,경기도 안산시 상록구 본오동 814-8 내만삼겹살 103호,경기도 안산시 상록구 본오동 814-8,37.2963087,126.8680182
한식,화끈쭈꾸미-본점,경기도 안산시 상록구 본오동 777 777 1층,경기도 안산시 상록구 본오동 777,37.2939475,126.8728579
한식,콩불한상-상록점,경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 1층 133호,경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
한식,홍가네국밥-본오점,경기도 안산시 상록구 본오동 724 청룡빌라 1층 105호,경기도 안산시 상록구 본오동 724,37.2898862,126.8706262
한식,청불19포차,경기도 안산시 상록구 본오동 860-15 1층,경기도 안산시 상록구 본오동 860-15,37.2919628,126.8666228
한식,국밥과찌개,경기도 안산시 상록구 본오동 762-16 102호,경기도 안산시 상록구 본오동 762-16,37.2960021,126.8729663
한식,청기와김치찜-본점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B108호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
한식,무근지김치찜찌개-안산상록점,경기도 안산시 상록구 본오동 860-15 1층,경기도 안산시 상록구 본오동 860-15,37.2919628,126.8666228
한식,동대문명가닭한마리,경기도 안산시 상록구 본오동 872 월드아파트 상가2동 2층207호,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
한식,경희꼼국,경기도 안산시 상록구 본오동 856-14 102호,경기도 안산시 상록구 본오동 856-14,37.291881,126.869067
한식,소공동김치찜전문점,경기도 안산시 상록구 본오동 797-21 797-21,경기도 안산시 상록구 본오동 797-21,37.2961352,126.8698571
한식,거기김치찜,경기도 안산시 상록구 본오동 890-3 지하1층,경기도 안산시 상록구 본오동 890-3,37.2934791,126.8593577
한식,우리동네정육점,경기도 안산시 상록구 본오동 891-5 1층103호,경기도 안산시 상록구 본오동 891-5,37.2930537,126.8597565
한식,석쇠로770연탄불고기-상록구점,경기도 안산시 상록구 본오동 874-6 대동빌딩 1층 115호,경기도 안산시 상록구 본오동 874-6,37.3021922,126.865944
한식,맘마분식,경기도 안산시 상록구 본오동 790-14 상가 1층 101호 일부,경기도 안산시 상록구 본오동 790-14,37.2950808,126.8707275
한식,국민학교분식,경기도 안산시 상록구 본오동 913-17 1층 일부(본오동),경기도 안산시 상록구 본오동 913-17,37.2904221,126.8649146
일식/돈까스,우리동네초밥24-초밥전문점,"경기도 안산시 상록구 본오동 872 월드아파트 상가3동 상가3동 112호(본오동, 월드아파트)",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
일식/돈까스,제철회수산-회전문점,"경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 1층 103호(본오동, 우성아파트 상가동)",경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
일식/돈까스,초미남-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지층 B118호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
일식/돈까스,이자카야호 육회&연어-본오점,"경기도 안산시 상록구 본오동 879-11 극동프라자 106호,107호 이자카야호",경기도 안산시 상록구 본오동 879-11,37.2975899,126.8628602
일식/돈까스,멘야타치아가루,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B113호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
일식/돈까스,신어부이야기-안산점,경기도 안산시 상록구 본오동 901-9 1층 신어부이야기,경기도 안산시 상록구 본오동 901-9,37.2905551,126.8608983
일식/돈까스,망고라이스가츠,경기도 안산시 상록구 본오동 849-1 1층,경기도 안산시 상록구 본오동 849-1,37.2916161,126.8682163
일식/돈까스,조개랑오징어랑-상록점,경기도 안산시 상록구 본오동 797-6 797-6 1층,경기도 안산시 상록구 본오동 797-6,37.2963717,126.870954
일식/돈까스,또초밥,경기도 안산시 상록구 본오동 871 신안코아 127동상가 지하 26호 일부 또초밥,경기도 안산시 상록구 본오동 871,37.2951281,126.8650065
족발/보쌈,본오왕족발-본오점,경기도 안산시 상록구 본오동 871-10 로스코프라자 871-10 로스코프라자 103호,경기도 안산시 상록구 본오동 871-10,37.2947993,126.8632783
족발/보쌈,야들야들한보약족발보쌈-안산상록점,경기도 안산시 상록구 본오동 880-12 굿모닝리빙프라자 II 880-12 굿모닝리빙프라자 II 104호,경기도 안산시 상록구 본오동 880-12,37.2943624,126.8626929
족발/보쌈,화덕에구운족발신선생-상록수점,경기도 안산시 상록구 본오동 872-6 안산석천빌딩 872-6 안산석천빌딩 1층 103~105호,경기도 안산시 상록구 본오동 872-6,37.2998703,126.8635434
족발/보쌈,건강한족발보쌈-천연재료,"경기도 안산시 상록구 본오동 879-8 대한빌딩 879-8 1층 105호,106호(대한빌딩)",경기도 안산시 상록구 본오동 879-8,37.2982442,126.8628961
족발/보쌈,상록수장충동왕족발보쌈,경기도 안산시 상록구 본오동 779 연지프라자 779 연지프라자 115호,경기도 안산시 상록구 본오동 779,37.2946635,126.8723286
족발/보쌈,족발보쌈전문점,"경기도 안산시 상록구 본오동 879-8 대한빌딩 879-8 1층 105호,106호(대한빌딩)",경기도 안산시 상록구 본오동 879-8,37.2982442,126.8628961
야식,요거트월드-본오점,경기도 안산시 상록구 본오동 888 풍족한식탁 103호,경기도 안산시 상록구 본오동 888,37.2932204,126.8600149
야식,루틴카페-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 B107호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
야식,빙수베어,경기도 안산시 상록구 본오동 1127-8 지1층 일부,경기도 안산시 상록구 본오동 1127-8,37.3011595,126.8732322
야식,할로과일카페,경기도 안산시 상록구 본오동 912 1층 일부,경기도 안산시 상록구 본오동 912,37.2917079,126.8654637
야식,디저트카페딥띵스,경기도 안산시 상록구 본오동 862 1층 105호(본오동),경기도 안산시 상록구 본오동 862,37.2932999,126.8648039
야식,베이커리카페버터풀-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B107호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
야식,쿠모쿠모,경기도 안산시 상록구 본오동 873-1 상경빌딩 B107호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
야식,신세계떡볶이,경기도 안산시 상록구 본오동 675-11 1층 101호,경기도 안산시 상록구 본오동 675-11,37.2863151,126.8639951
야식,머스트픽본점-MUSTPICK,경기도 안산시 상록구 본오동 813-8 1층 일부,경기도 안산시 상록구 본오동 813-8,37.2969783,126.8674208
야식,마초떡볶이-본오점,경기도 안산시 상록구 본오동 854-13 101호,경기도 안산시 상록구 본오동 854-13,37.2903516,126.867051
분식,학교앞꽁이네분식,경기도 안산시 상록구 본오동 904-17 1층,경기도 안산시 상록구 본오동 904-17,37.2912787,126.8630293
분식,황제찹쌀꽈배기,경기도 안산시 상록구 본오동 814-2 1층 103호,경기도 안산시 상록구 본오동 814-2,37.2964962,126.867197
분식,장모님손맛수제식혜&요기거리,"경기도 안산시 상록구 본오동 872 월드아파트 상가3동 지하1층 B01,B02호 일부",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
분식,리터퀸커피-안산본오동점,경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 108호,경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
분식,투몬스터캔커피-본오2호점,경기도 안산시 상록구 본오동 886-8 1층 101호,경기도 안산시 상록구 본오동 886-8,37.2923346,126.8611663
분식,진타코진심타코야끼-본오점,경기도 안산시 상록구 본오동 813-18 1층 일부 104호,경기도 안산시 상록구 본오동 813-18,37.2976514,126.8668978
분식,101분식,경기도 안산시 상록구 본오동 860-15 1층 101호,경기도 안산시 상록구 본오동 860-15,37.2919628,126.8666228
카페/디저트,카페호시,경기도 안산시 상록구 본오동 790-14 1층 101호,경기도 안산시 상록구 본오동 790-14,37.2950808,126.8707275
카페/디저트,떡사랑,경기도 안산시 상록구 본오동 889-5 대한예수교장로회우리하나교회 889-5 대한예수교장로회우리하나교회 1층 101호,경기도 안산시 상록구 본오동 889-5,37.293435,126.8606869
카페/디저트,빠띠프랑,경기도 안산시 상록구 본오동 823-6 1층,경기도 안산시 상록구 본오동 823-6,37.2936375,126.8670047
카페/디저트,송메공(베트남쌀국수),경기도 안산시 상록구 본오동 879-1 웅진빌딩 웅진빌딩 203호 본오동,경기도 안산시 상록구 본오동 879-1,37.3007083,126.8630139
카페/디저트,누카커피,경기도 안산시 상록구 본오동 862-7 1층,경기도 안산시 상록구 본오동 862-7,37.2932645,126.8657862
카페/디저트,수다,경기도 안산시 상록구 본오동 784-8 1층 102호,경기도 안산시 상록구 본오동 784-8,37.2935338,126.8697179
카페/디저트,크림비케이크,경기도 안산시 상록구 본오동 872-3 안산송촌빌딩 1층 103호,경기도 안산시 상록구 본오동 872-3,37.3004878,126.8635754
카페/디저트,에그인,경기도 안산시 상록구 본오동 823-14 1층일부,경기도 안산시 상록구 본오동 823-14,37.2941135,126.8667153
카페/디저트,카페돈-본오점,경기도 안산시 상록구 본오동 877-12 대아상가 877-12 대아상가 103호,경기도 안산시 상록구 본오동 877-12,37.3020429,126.8611657
카페/디저트,린덴(LINDEN),경기도 안산시 상록구 본오동 895-20 1층 101호,경기도 안산시 상록구 본오동 895-20,37.2906343,126.8585145
카페/디저트,라온샌드위치＆샐러드,경기도 안산시 상록구 본오동 909-5 1층일부,경기도 안산시 상록구 본오동 909-5,37.2904305,126.8646547
카페/디저트,다복수제꽈배기,경기도 안산시 상록구 본오동 880-5 1층 108호,경기도 안산시 상록구 본오동 880-5,37.2958566,126.8627724
1인분 주문,본죽앤비빔밥-안산부곡점,경기도 안산시 상록구 부곡동 538-5,경기도 안산시 상록구 부곡동 538-5,37.3324414,126.8633588
프랜차이즈,롯데리아-안산부곡점,"경기도 안산시 상록구 부곡동 538-5 538-5 102,103,104호",경기도 안산시 상록구 부곡동 538-5,37.3324414,126.8633588
프랜차이즈,굽네치킨&피자-안산부곡점,경기도 안산시 상록구 부곡동 539 부곡쇼핑 1층,경기도 안산시 상록구 부곡동 539,37.332668,126.8640995
프랜차이즈,BHC-안산부곡점,경기도 안산시 상록구 부곡동 643-9 1층 일부호,경기도 안산시 상록구 부곡동 643-9,37.3336805,126.8641336
프랜차이즈,배통치킨-부곡점,경기도 안산시 상록구 부곡동 613-7 1층 102호,경기도 안산시 상록구 부곡동 613-7,37.3262189,126.8600023
프랜차이즈,훌랄라참숯치킨-안산부곡점,경기도 안산시 상록구 부곡동 628-12 1층,경기도 안산시 상록구 부곡동 628-12,37.3317977,126.8629526
프랜차이즈,동대문엽기떡볶이-안산부곡점,경기도 안산시 상록구 부곡동 673-9 673-9 1층 일부호,경기도 안산시 상록구 부곡동 673-9,37.3300945,126.8615037
프랜차이즈,이삭토스트-안산부곡점,경기도 안산시 상록구 부곡동 539 부곡쇼핑 113호,경기도 안산시 상록구 부곡동 539,37.332668,126.8640995
프랜차이즈,페리카나-안산부곡점,경기도 안산시 상록구 부곡동 685-11 안산제2종합시장 685-11 안산제2종합시장 1층 1003호,경기도 안산시 상록구 부곡동 685-11,37.3264406,126.8585015
프랜차이즈,짜장면사무소,경기도 안산시 상록구 부곡동 538-2 1층 일부(부곡동),경기도 안산시 상록구 부곡동 538-2,37.332382,126.8635173
프랜차이즈,발도스커피-안산부곡점,경기도 안산시 상록구 부곡동 622-10 1층 일부,경기도 안산시 상록구 부곡동 622-10,37.3284165,126.8610219
프랜차이즈,파리바게뜨-안산부곡점,경기도 안산시 상록구 부곡동 662-4 1층,경기도 안산시 상록구 부곡동 662-4,37.3334429,126.863614
프랜차이즈,탕화쿵푸마라탕-부곡점,경기도 안산시 상록구 부곡동 665-3 101호,경기도 안산시 상록구 부곡동 665-3,37.3330299,126.8631984
프랜차이즈,계근상닭도리탕-안산부곡점,경기도 안산시 상록구 부곡동 538-1 은성빌딩 1층 102호,경기도 안산시 상록구 부곡동 538-1,37.3325865,126.8636498
프랜차이즈,전통숙성황실김치찜&찌개-안산부곡점,경기도 안산시 상록구 부곡동 538-1 은성빌딩 1층 102호,경기도 안산시 상록구 부곡동 538-1,37.3325865,126.8636498
프랜차이즈,땅스즉석떡볶이-안산부곡동점,경기도 안산시 상록구 부곡동 684-3 1층일부,경기도 안산시 상록구 부곡동 684-3,37.3274454,126.8600893
프랜차이즈,큰맘할매순대국-부곡점,경기도 안산시 상록구 부곡동 667-13 1층,경기도 안산시 상록구 부곡동 667-13,37.3328407,126.8616949
프랜차이즈,땅스부대찌개-부곡동점,경기도 안산시 상록구 부곡동 684-3 1층일부,경기도 안산시 상록구 부곡동 684-3,37.3274454,126.8600893
프랜차이즈,도야짬뽕-부곡점,"경기도 안산시 상록구 부곡동 685-10 프라움포레 A동 A동 102,103호",경기도 안산시 상록구 부곡동 685-10,37.3263178,126.859308
프랜차이즈,김밥천국-부곡초점,경기도 안산시 상록구 부곡동 673-10 102호,경기도 안산시 상록구 부곡동 673-10,37.3299446,126.8614196
프랜차이즈,이디야커피-안산부곡동점,경기도 안산시 상록구 부곡동 666-4 부곡웨스턴빌딩 1층 일부,경기도 안산시 상록구 부곡동 666-4,37.3324947,126.8629721
프랜차이즈,구도로통닭-안산부곡점,경기도 안산시 상록구 부곡동 666-4 부곡웨스턴빌딩 1층,경기도 안산시 상록구 부곡동 666-4,37.3324947,126.8629721
프랜차이즈,구워더존치킨-부곡점,경기도 안산시 상록구 부곡동 533-1 1층,경기도 안산시 상록구 부곡동 533-1,37.3332901,126.8640263
프랜차이즈,심봉사도로케-안산부곡점,경기도 안산시 상록구 부곡동 642-7 1층,경기도 안산시 상록구 부곡동 642-7,37.3333437,126.8646353
치킨,고구려옛날통닭-부곡점,경기도 안산시 상록구 부곡동 729 101호,경기도 안산시 상록구 부곡동 729,37.3345598,126.8591763
치킨,마마닭강정-부곡점,경기도 안산시 상록구 부곡동 662-3 662-3 1층,경기도 안산시 상록구 부곡동 662-3,37.3334934,126.8634792
치킨,치킨프라이데이,경기도 안산시 상록구 부곡동 625 102호,경기도 안산시 상록구 부곡동 625,37.3301468,126.862593
치킨,와닭강정그리고포차,경기도 안산시 상록구 부곡동 620-15 102호,경기도 안산시 상록구 부곡동 620-15,37.32789,126.8606533
피자/양식,뻘떡빨닭,경기도 안산시 상록구 부곡동 538 부곡프라자 1층 103호 뻘떡빨닭,경기도 안산시 상록구 부곡동 538,37.3328176,126.8637049
중국집,하림각-부곡점,경기도 안산시 상록구 부곡동 542-1 542-1 1층,경기도 안산시 상록구 부곡동 542-1,37.3323194,126.8651691
한식,백년순대-부곡점,경기도 안산시 상록구 부곡동 664-4 1층,경기도 안산시 상록구 부곡동 664-4,37.333271,126.8625603
한식,동대문순대곱창볶음,경기도 안산시 상록구 부곡동 665-1 665-1 102호,경기도 안산시 상록구 부곡동 665-1,37.3331299,126.8629314
한식,송학추어탕,경기도 안산시 상록구 부곡동 620-15 620-15,경기도 안산시 상록구 부곡동 620-15,37.32789,126.8606533
한식,미스터리부대찌개-부곡점,경기도 안산시 상록구 부곡동 538 부곡프라자 1층 103호 미스터리부대찌개,경기도 안산시 상록구 부곡동 538,37.3328176,126.8637049
한식,삼겹남차돌여,경기도 안산시 상록구 부곡동 542-9 542-9 1층,경기도 안산시 상록구 부곡동 542-9,37.3322466,126.8649468
한식,도쿄동-부곡점,경기도 안산시 상록구 부곡동 627 102호,경기도 안산시 상록구 부곡동 627,37.3312414,126.8625958
한식,이모네집-상록점,경기도 안산시 상록구 부곡동 644 1층 104호,경기도 안산시 상록구 부곡동 644,37.3352386,126.865048
한식,한라면옥-안산부곡점,경기도 안산시 상록구 부곡동 641-3 1층,경기도 안산시 상록구 부곡동 641-3,37.3336938,126.8653141
한식,샤브웨이-안산부곡점,경기도 안산시 상록구 부곡동 538-1 은성빌딩 1층 102호,경기도 안산시 상록구 부곡동 538-1,37.3325865,126.8636498
한식,장수참나무오리바베큐,경기도 안산시 상록구 부곡동 673-3 1층,경기도 안산시 상록구 부곡동 673-3,37.3306737,126.8611181
한식,진장어,"경기도 안산시 상록구 부곡동 728-15 1층 4,5호",경기도 안산시 상록구 부곡동 728-15,37.3348797,126.8578147
일식/돈까스,스시애연어,경기도 안산시 상록구 부곡동 665-2 665-2,경기도 안산시 상록구 부곡동 665-2,37.3330799,126.8630649
족발/보쌈,화퉁족발-본점,경기도 안산시 상록구 부곡동 666-4 부곡웨스턴빌딩 1층,경기도 안산시 상록구 부곡동 666-4,37.3324947,126.8629721
카페/디저트,밀키그릭,경기도 안산시 상록구 부곡동 533-4 부곡시장 110호 503호,경기도 안산시 상록구 부곡동 533-4,37.3331469,126.864408
1인분 주문,열정국밥-안산사동점,경기도 안산시 상록구 사동 1200 1층 일부,경기도 안산시 상록구 사동 1200,37.3030667,126.8499986
1인분 주문,짜글이미식회-상록점,경기도 안산시 상록구 사동 1252-11 1층 일부호,경기도 안산시 상록구 사동 1252-11,37.2993647,126.8567466
1인분 주문,정통오모가리김치찜-본점,경기도 안산시 상록구 사동 1581-6 1층,경기도 안산시 상록구 사동 1581-6,37.3020369,126.8416623
1인분 주문,장군직화구이족발-안산점,"경기도 안산시 상록구 사동 1244-13 101,102호",경기도 안산시 상록구 사동 1244-13,37.3008915,126.8568157
1인분 주문,순뼈감-안산한양대점,경기도 안산시 상록구 사동 1149-20 1층,경기도 안산시 상록구 사동 1149-20,37.2998126,126.8382698
1인분 주문,밥부르기니-본점,경기도 안산시 상록구 사동 1581-6 지하1층 일부호,경기도 안산시 상록구 사동 1581-6,37.3020369,126.8416623
1인분 주문,밀플랜비-한양대에리카점,경기도 안산시 상록구 사동 1149-11 밀플랜비,경기도 안산시 상록구 사동 1149-11,37.3002262,126.8392717
1인분 주문,곱도리탕부터시작하는자영업생활-안산점,경기도 안산시 상록구 사동 1576-3 1층 102호,경기도 안산시 상록구 사동 1576-3,37.3029613,126.8396486
1인분 주문,한방왕족발-안산본점,경기도 안산시 상록구 사동 1201 1층 일부,경기도 안산시 상록구 사동 1201,37.3030299,126.8514683
1인분 주문,페퍼로니버튼-에리카점,경기도 안산시 상록구 사동 1569-1 A동 1층,경기도 안산시 상록구 사동 1569-1,37.3008891,126.8382436
1인분 주문,옥수동묵은지김치찜-안산점,경기도 안산시 상록구 사동 1576-3 101호 (사동),경기도 안산시 상록구 사동 1576-3,37.3029613,126.8396486
1인분 주문,맘사랑돼지김치찜,경기도 안산시 상록구 사동 1516-1 1516-1 101호,경기도 안산시 상록구 사동 1516-1,37.3067579,126.844386
1인분 주문,통닭원-사동점,경기도 안산시 상록구 사동 1418-4 1층,경기도 안산시 상록구 사동 1418-4,37.2830485,126.8475852
1인분 주문,굽네치킨&피자-사동감골점,"경기도 안산시 상록구 사동 1318-8 한도프라자 103,104호",경기도 안산시 상록구 사동 1318-8,37.2951426,126.8523989
1인분 주문,올데이쿡인생맛죽-안산상록점,경기도 안산시 상록구 사동 1286-8 1층 일부,경기도 안산시 상록구 사동 1286-8,37.2966089,126.8475934
1인분 주문,그릴하우스-안산상록점,경기도 안산시 상록구 사동 1169-2 1층,경기도 안산시 상록구 사동 1169-2,37.3007305,126.8407197
1인분 주문,토핑스온패티스,경기도 안산시 상록구 사동 1151-4 1층,경기도 안산시 상록구 사동 1151-4,37.300277,126.8396573
1인분 주문,담양죽순추어탕-안산점,경기도 안산시 상록구 사동 1184-3 1층,경기도 안산시 상록구 사동 1184-3,37.3023453,126.8469899
1인분 주문,THE더가득담은김치찜-안산점,경기도 안산시 상록구 사동 1576-3 1층 102호,경기도 안산시 상록구 사동 1576-3,37.3029613,126.8396486
1인분 주문,"보고싶닭,곱도리-본점",경기도 안산시 상록구 사동 1581-6 1층,경기도 안산시 상록구 사동 1581-6,37.3020369,126.8416623
1인분 주문,마미묵은지찜-안산점,경기도 안산시 상록구 사동 1516-1 1516-1 101호,경기도 안산시 상록구 사동 1516-1,37.3067579,126.844386
1인분 주문,"옥수동돼치집,돼지와김치의완벽한비율을찾다-안산점",경기도 안산시 상록구 사동 1576-3 1층 102호,경기도 안산시 상록구 사동 1576-3,37.3029613,126.8396486
1인분 주문,한근제육&쭈꾸미볶음-안산점,경기도 안산시 상록구 사동 1516-1 1층 일부 (사동),경기도 안산시 상록구 사동 1516-1,37.3067579,126.844386
1인분 주문,닭요리하는남자,경기도 안산시 상록구 사동 1167-1 1167-1 지하1층,경기도 안산시 상록구 사동 1167-1,37.3003568,126.8407927
1인분 주문,필라프에빠지다&파스타-본점,경기도 안산시 상록구 사동 1204-12 1층,경기도 안산시 상록구 사동 1204-12,37.3021865,126.8517328
1인분 주문,곱창의전설-안산점,경기도 안산시 상록구 사동 1528-11 101호-6,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
1인분 주문,포레파스타,경기도 안산시 상록구 사동 1307 104호,경기도 안산시 상록구 사동 1307,37.2963668,126.8500109
1인분 주문,킴브로스피자&파스타-안산상록수점,경기도 안산시 상록구 사동 1392-8 1층 일부,경기도 안산시 상록구 사동 1392-8,37.2849788,126.8527986
1인분 주문,미나리에칼집낸삼겹미나삼-안산본점,경기도 안산시 상록구 사동 1581-6 지하1층(사동),경기도 안산시 상록구 사동 1581-6,37.3020369,126.8416623
1인분 주문,닭플릭스오리지날찜닭-안산점,경기도 안산시 상록구 사동 1293 1층 일부호,경기도 안산시 상록구 사동 1293,37.2963684,126.8478363
1인분 주문,진곱도리탕전문점-안산점,경기도 안산시 상록구 사동 1293 1층 일부호,경기도 안산시 상록구 사동 1293,37.2963684,126.8478363
1인분 주문,엄마밥상-상록구점,경기도 안산시 상록구 사동 1317-5 1층,경기도 안산시 상록구 사동 1317-5,37.2946427,126.8525247
1인분 주문,도래곱창-안산점,경기도 안산시 상록구 사동 1528-11 101호-1,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
1인분 주문,구백냥곱창-안산점,경기도 안산시 상록구 사동 1528-11 101호-5,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
1인분 주문,닭도리탕전문팔도당-안산점,경기도 안산시 상록구 사동 1293 1층 일부호,경기도 안산시 상록구 사동 1293,37.2963684,126.8478363
1인분 주문,"연탄할매곱창,막창&닭발-안산점",경기도 안산시 상록구 사동 1528-11 101호-3,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
1인분 주문,외길곱창-안산점,경기도 안산시 상록구 사동 1528-11 101호-4,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
